targetId,comparatorId,outcomeId,outcomeName,type
289,290,436041,Leech infestation,outcome
289,290,4228331,Leukokeratosis nicotina palati,outcome
289,290,377873,Lid lag,outcome
289,290,4027782,Lipid storage disease,outcome
289,290,435516,Lipoprotein deficiency disorder,outcome
289,290,4083487,Macular drusen,outcome
289,290,4051630,Malingering,outcome
289,290,436426,Malleus mobility reduced,outcome
289,290,44783760,Mammographic calcification of breast,outcome
289,290,258540,Marfan's syndrome,outcome
289,290,432798,"Mechanical complication of internal orthopedic device, implant AND/OR graft",outcome
289,290,439082,Menopausal syndrome,outcome
289,290,436940,Metabolic syndrome X,outcome
289,290,435247,Metallosis,outcome
289,290,45757258,Minimal keratinized residual ridge mucosa,outcome
289,290,40480000,Multiple complications due to diabetes mellitus,outcome
289,290,134315,Myelophthisis,outcome
289,290,4195085,Nasal congestion,outcome
289,290,4209423,Nicotine dependence,outcome
289,290,434016,"Nondependent opioid abuse, continuous",outcome
289,290,4035269,Non-ketotic hyperglycinemia,outcome
289,290,40480893,Nonspecific tuberculin test reaction,outcome
289,290,198802,Occlusion of ureter,outcome
289,290,438130,Opioid abuse,outcome
289,290,439035,Otosclerosis,outcome
289,290,4022076,Patient dependence on care provider,outcome
289,290,375292,Perforation of tympanic membrane,outcome
289,290,78162,Peripheral vertigo,outcome
289,290,437092,Physiological development failure,outcome
289,290,253796,Pneumothorax,outcome
289,290,4295261,Postmenopausal state,outcome
289,290,4202045,Postviral fatigue syndrome,outcome
289,290,433542,Precipitate labor,outcome
289,290,4094448,Pregnancy test negative,outcome
289,290,434319,Premature ejaculation,outcome
289,290,439081,Premenstrual tension syndrome,outcome
289,290,46286594,Problem related to lifestyle,outcome
289,290,439790,Psychalgia,outcome
289,290,440068,Psychosexual dysfunction,outcome
289,290,435028,Puerperal pyrexia of unknown origin,outcome
289,290,4245252,Raised prostate specific antigen,outcome
289,290,436246,Reduced libido,outcome
289,290,45772079,Retinopathy of prematurity stage 0,outcome
289,290,436828,Saliva abnormal,outcome
289,290,435088,Senility,outcome
289,290,4052226,Sequelae of injuries of lower limb,outcome
289,290,4056577,Sequelae of open wound of head,outcome
289,290,4233565,Severe protein-calorie malnutrition (Gomez: less than 60% of standard weight),outcome
289,290,4250163,Sexual arousal disorder,outcome
289,290,4096999,Short rib,outcome
289,290,4305303,Sleep deprivation,outcome
289,290,195926,Slowing of urinary stream,outcome
289,290,4125590,Slurred speech,outcome
289,290,4019836,Social exclusion,outcome
289,290,444127,Specimen satisfactory for evaluation but limited,outcome
289,290,443172,"Splinter of face, without major open wound",outcome
289,290,443082,Starvation,outcome
289,290,440233,Strain of supraspinatus muscle AND/OR tendon,outcome
289,290,135852,Teething syndrome,outcome
289,290,440457,Threatened miscarriage,outcome
289,290,374907,Tics of organic origin,outcome
289,290,433244,Tooth loss,outcome
289,290,4029731,Trimethylaminuria,outcome
289,290,4199550,Unable to mobilize,outcome
289,290,4002572,"Uncomplicated sedative, hypnotic AND/OR anxiolytic withdrawal",outcome
289,290,4092743,Unsteady when standing,outcome
289,290,195591,Urethral overactivity,outcome
289,290,4216708,Urgent desire for stool,outcome
289,290,80070,Uric acid urolithiasis,outcome
289,290,4088910,Uterine cervix absent,outcome
289,290,4088920,Uterus absent,outcome
289,290,4104132,Vomit contains feces,outcome
289,290,439405,Walking disability,outcome
289,290,435723,Wound seroma,outcome
289,290,440193,Wristdrop,outcome
289,290,443698,Abnormal anal Papanicolaou smear,outcome
289,290,443585,Abrasion and/or friction burn of multiple sites,outcome
289,290,380818,Acquired deformity of head,outcome
289,290,31668,Acquired deformity of neck,outcome
289,290,432411,Acquired equinus deformity of foot,outcome
289,290,439673,Acute hepatitis B with delta-agent (coinfection) without hepatic coma,outcome
289,290,441481,Adult victim of abuse,outcome
289,290,4218106,Alcoholism,outcome
289,290,4303805,Allergic reaction to bite and/or sting,outcome
289,290,4101660,Amputated below knee,outcome
289,290,4198962,Amputated thumb,outcome
289,290,4171556,Ankle ulcer,outcome
289,290,77650,Aseptic necrosis of bone,outcome
289,290,439237,Assault,outcome
289,290,141797,Black piedra,outcome
289,290,79232,Burn of ankle,outcome
289,290,4172458,Candidiasis of skin,outcome
289,290,439674,Chronic viral hepatitis B without delta-agent,outcome
289,290,134734,Compartment syndrome,outcome
289,290,72995,Contracture of joint of hand,outcome
289,290,439666,Contracture of multiple joints,outcome
289,290,199978,Contusion of lower limb,outcome
289,290,433071,Contusion of multiple sites,outcome
289,290,80242,Current tear of medial cartilage AND/OR meniscus of knee,outcome
289,290,73575,Deformity of toe,outcome
289,290,436906,Disease caused by rickettsiae,outcome
289,290,4135080,Dislocation of radial head,outcome
289,290,78834,Effusion of joint of hand,outcome
289,290,4247710,Effusion of joint of pelvic region,outcome
289,290,72407,Effusion of joint of shoulder region,outcome
289,290,4150043,Epididymitis,outcome
289,290,197607,Excessive and frequent menstruation,outcome
289,290,40481632,Ganglion cyst,outcome
289,290,74855,Genital herpes simplex,outcome
289,290,437744,Heat exhaustion,outcome
289,290,440021,Herpes simplex without complication,outcome
289,290,437489,Herpes zoster with complication,outcome
289,290,77364,Hypermobility of coccyx,outcome
289,290,74731,Hypertrophic osteoarthropathy,outcome
289,290,440072,Hypogammaglobulinemia,outcome
289,290,4057662,Infestation by Phthirus,outcome
289,290,72994,Jaccoud's syndrome,outcome
289,290,78512,Joint contracture of the ankle and/or foot,outcome
289,290,78228,Joint derangement,outcome
289,290,77072,Joint effusion of ankle AND/OR foot,outcome
289,290,4115991,Knee joint effusion,outcome
289,290,4297984,Local infection of wound,outcome
289,290,440638,Lyme disease,outcome
289,290,438067,Malaria,outcome
289,290,438297,"Mechanical complication of cardiac device, implant AND/OR graft",outcome
289,290,137967,"Muscle, ligament and fascia disorders",outcome
289,290,4271024,Musculoskeletal fibromatosis,outcome
289,290,201792,Nongonococcal urethritis,outcome
289,290,72413,Nontraumatic rupture of muscle,outcome
289,290,4215978,Onychomycosis,outcome
289,290,140648,Onychomycosis due to dermatophyte,outcome
289,290,4129408,Open wound of ankle,outcome
289,290,4053600,Open wound of elbow,outcome
289,290,77139,Open wound of finger without complication,outcome
289,290,444426,Open wound of foot except toes without complication,outcome
289,290,137426,Open wound of forearm without complication,outcome
289,290,77421,Open wound of hand except fingers without complication,outcome
289,290,4051004,Open wound of scalp,outcome
289,290,4129404,Open wound of upper arm,outcome
289,290,438120,Opioid dependence,outcome
289,290,4171915,Orchitis,outcome
289,290,315361,Orthopnea,outcome
289,290,74080,Orthostatic proteinuria,outcome
289,290,75920,Osteitis condensans,outcome
289,290,437359,Osteochondritis dissecans,outcome
289,290,378160,Otorrhea,outcome
289,290,77356,Pathological dislocation of joint,outcome
289,290,198715,Premature menopause,outcome
289,290,199876,Prolapse of female genital organs,outcome
289,290,4295888,Prolapse of intestine,outcome
289,290,194997,Prostatitis,outcome
289,290,4345332,Spinal instability,outcome
289,290,4195698,Tenosynovitis,outcome
289,290,4339088,Testicular mass,outcome
289,290,80946,Tinea manus,outcome
289,290,4163280,Tinea of perianal region,outcome
289,290,133141,Tinea pedis,outcome
289,290,440268,Toxic effect of carbon monoxide,outcome
289,290,81930,Transient arthropathy,outcome
289,290,74719,Ulcer of foot,outcome
289,290,443593,Ulcer of thigh,outcome
289,290,4092565,Uterine prolapse,outcome
289,290,435131,Victim of neglect,outcome
289,290,261599,Vocal cord paralysis,outcome
289,290,132834,White piedra,outcome
289,290,75389,Current tear of lateral cartilage AND/OR meniscus of knee,outcome
289,291,4175583,3-Methylglutaconic aciduria type 2,outcome
289,291,375824,Abnormal auditory perception,outcome
289,291,435574,Abnormal form of root of tooth,outcome
289,291,4262562,Abnormal heart beat,outcome
289,291,439935,Abnormal posture,outcome
289,291,436409,Abnormal pupil,outcome
289,291,443702,Abnormal response to nerve stimulation,outcome
289,291,4088768,Absent nipple,outcome
289,291,4319325,Acquired deformity of trunk,outcome
289,291,435720,Adverse anesthesia outcome,outcome
289,291,4254371,Altered growth and development,outcome
289,291,434916,"Amphetamine or psychostimulant dependence, continuous",outcome
289,291,4155909,Anesthesia of skin,outcome
289,291,45757682,Anomaly of jaw size,outcome
289,291,76744,Azoospermia,outcome
289,291,4216219,Bizarre personal appearance,outcome
289,291,433813,Bladder neck obstruction,outcome
289,291,436230,Blood chemistry abnormal,outcome
289,291,74698,Breech presentation,outcome
289,291,256449,Bronchiectasis,outcome
289,291,134765,Cachexia,outcome
289,291,4228429,Carnitine deficiency,outcome
289,291,42709838,Cellulitis of lower limb,outcome
289,291,4213540,Cervical somatic dysfunction,outcome
289,291,443570,Cervicovaginal cytology: Low grade squamous intraepithelial lesion,outcome
289,291,438262,Chyluria,outcome
289,291,4066505,Clicking hip,outcome
289,291,196454,Colostomy and enterostomy malfunction,outcome
289,291,4201390,Colostomy present,outcome
289,291,46269889,Complication due to Crohn's disease,outcome
289,291,4173078,Complication due to immunization,outcome
289,291,438624,Complication of renal dialysis,outcome
289,291,80492,Contracture of knee joint,outcome
289,291,4022071,Convalescence,outcome
289,291,432729,Crying infant,outcome
289,291,436233,Delayed milestone,outcome
289,291,443737,Dental restoration lost,outcome
289,291,438183,Denture occlusion incorrect,outcome
289,291,438759,Descemet's membrane fold,outcome
289,291,4101282,Dietary selenium deficiency,outcome
289,291,4115402,Difficulty sleeping,outcome
289,291,4022078,Discord with counselor,outcome
289,291,201091,Disproportion - major pelvic abnormality,outcome
289,291,372329,Dissociated deviation,outcome
289,291,4155818,Does climb,outcome
289,291,4196636,Dysarthria,outcome
289,291,433441,Ectopic production of endocrine substance,outcome
289,291,433111,Effects of hunger,outcome
289,291,439791,Emotional upset,outcome
289,291,4029271,Essential fatty acid deficiency,outcome
289,291,40480271,Extra unidentified structurally abnormal chromosome,outcome
289,291,193598,Extravasation of urine,outcome
289,291,439128,Extreme prematurity of infant,outcome
289,291,4059015,Falls,outcome
289,291,4092896,Feces contents abnormal,outcome
289,291,4182437,Female genital cutting,outcome
289,291,4118057,Fetal or neonatal effect of maternal oligohydramnios,outcome
289,291,4229403,Flat anterior chamber of eye,outcome
289,291,4069540,Flexion deformity of knee,outcome
289,291,374801,Foreign body in ear,outcome
289,291,4096540,Foreskin deficient,outcome
289,291,441487,Frostbite,outcome
289,291,73564,Full thickness rotator cuff tear,outcome
289,291,439788,Galactosemia,outcome
289,291,435775,Genetic anomaly of leukocyte,outcome
289,291,440329,Herpes zoster without complication,outcome
289,291,4012570,High risk sexual behavior,outcome
289,291,441829,Hyperosmolality and or hypernatremia,outcome
289,291,4287416,Hyperphenylalaninemia,outcome
289,291,192298,Hypersplenism,outcome
289,291,440129,Hypertrophy of nasal turbinates,outcome
289,291,4029280,Hypervitaminosis B6,outcome
289,291,435522,Hypervitaminosis D,outcome
289,291,434004,Hypervolemia,outcome
289,291,4024266,Hypocupremia,outcome
289,291,437390,Hypoxemia,outcome
289,291,443447,Iatrogenic hypotension,outcome
289,291,432596,Immune defect,outcome
289,291,4344500,Impingement syndrome of shoulder region,outcome
289,291,4090353,Incompetent urethral closure mechanism,outcome
289,291,441417,Incoordination,outcome
289,291,434485,Increase in body fat,outcome
289,291,440276,"Infection AND/OR inflammatory reaction due to internal prosthetic device, implant AND/OR graft",outcome
289,291,434872,Infection by Trichomonas,outcome
289,291,440053,Infestation by insect,outcome
289,291,442120,Injection site extravasation,outcome
289,291,4168222,"Intra-abdominal and pelvic swelling, mass and lump",outcome
289,291,440710,Intraretinal microvascular abnormality,outcome
289,291,72404,Joint stiffness,outcome
289,291,4093346,Large prostate,outcome
289,291,133088,Late amputation stump complication,outcome
289,291,436041,Leech infestation,outcome
289,291,4228331,Leukokeratosis nicotina palati,outcome
289,291,377873,Lid lag,outcome
289,291,4027782,Lipid storage disease,outcome
289,291,435516,Lipoprotein deficiency disorder,outcome
289,291,4083487,Macular drusen,outcome
289,291,4051630,Malingering,outcome
289,291,436426,Malleus mobility reduced,outcome
289,291,44783760,Mammographic calcification of breast,outcome
289,291,258540,Marfan's syndrome,outcome
289,291,432798,"Mechanical complication of internal orthopedic device, implant AND/OR graft",outcome
289,291,439082,Menopausal syndrome,outcome
289,291,436940,Metabolic syndrome X,outcome
289,291,435247,Metallosis,outcome
289,291,45757258,Minimal keratinized residual ridge mucosa,outcome
289,291,40480000,Multiple complications due to diabetes mellitus,outcome
289,291,134315,Myelophthisis,outcome
289,291,4195085,Nasal congestion,outcome
289,291,4209423,Nicotine dependence,outcome
289,291,434016,"Nondependent opioid abuse, continuous",outcome
289,291,4035269,Non-ketotic hyperglycinemia,outcome
289,291,40480893,Nonspecific tuberculin test reaction,outcome
289,291,198802,Occlusion of ureter,outcome
289,291,438130,Opioid abuse,outcome
289,291,439035,Otosclerosis,outcome
289,291,4022076,Patient dependence on care provider,outcome
289,291,375292,Perforation of tympanic membrane,outcome
289,291,78162,Peripheral vertigo,outcome
289,291,437092,Physiological development failure,outcome
289,291,253796,Pneumothorax,outcome
289,291,4295261,Postmenopausal state,outcome
289,291,4202045,Postviral fatigue syndrome,outcome
289,291,433542,Precipitate labor,outcome
289,291,4094448,Pregnancy test negative,outcome
289,291,434319,Premature ejaculation,outcome
289,291,439081,Premenstrual tension syndrome,outcome
289,291,46286594,Problem related to lifestyle,outcome
289,291,439790,Psychalgia,outcome
289,291,440068,Psychosexual dysfunction,outcome
289,291,435028,Puerperal pyrexia of unknown origin,outcome
289,291,4245252,Raised prostate specific antigen,outcome
289,291,436246,Reduced libido,outcome
289,291,45772079,Retinopathy of prematurity stage 0,outcome
289,291,436828,Saliva abnormal,outcome
289,291,435088,Senility,outcome
289,291,4052226,Sequelae of injuries of lower limb,outcome
289,291,4056577,Sequelae of open wound of head,outcome
289,291,4233565,Severe protein-calorie malnutrition (Gomez: less than 60% of standard weight),outcome
289,291,4250163,Sexual arousal disorder,outcome
289,291,4096999,Short rib,outcome
289,291,4305303,Sleep deprivation,outcome
289,291,195926,Slowing of urinary stream,outcome
289,291,4125590,Slurred speech,outcome
289,291,4019836,Social exclusion,outcome
289,291,444127,Specimen satisfactory for evaluation but limited,outcome
289,291,443172,"Splinter of face, without major open wound",outcome
289,291,443082,Starvation,outcome
289,291,440233,Strain of supraspinatus muscle AND/OR tendon,outcome
289,291,135852,Teething syndrome,outcome
289,291,440457,Threatened miscarriage,outcome
289,291,374907,Tics of organic origin,outcome
289,291,433244,Tooth loss,outcome
289,291,4029731,Trimethylaminuria,outcome
289,291,4199550,Unable to mobilize,outcome
289,291,4002572,"Uncomplicated sedative, hypnotic AND/OR anxiolytic withdrawal",outcome
289,291,4092743,Unsteady when standing,outcome
289,291,195591,Urethral overactivity,outcome
289,291,4216708,Urgent desire for stool,outcome
289,291,80070,Uric acid urolithiasis,outcome
289,291,4088910,Uterine cervix absent,outcome
289,291,4088920,Uterus absent,outcome
289,291,4104132,Vomit contains feces,outcome
289,291,439405,Walking disability,outcome
289,291,435723,Wound seroma,outcome
289,291,440193,Wristdrop,outcome
289,291,443698,Abnormal anal Papanicolaou smear,outcome
289,291,443585,Abrasion and/or friction burn of multiple sites,outcome
289,291,380818,Acquired deformity of head,outcome
289,291,31668,Acquired deformity of neck,outcome
289,291,432411,Acquired equinus deformity of foot,outcome
289,291,439673,Acute hepatitis B with delta-agent (coinfection) without hepatic coma,outcome
289,291,441481,Adult victim of abuse,outcome
289,291,4218106,Alcoholism,outcome
289,291,4303805,Allergic reaction to bite and/or sting,outcome
289,291,4101660,Amputated below knee,outcome
289,291,4198962,Amputated thumb,outcome
289,291,4171556,Ankle ulcer,outcome
289,291,77650,Aseptic necrosis of bone,outcome
289,291,439237,Assault,outcome
289,291,141797,Black piedra,outcome
289,291,79232,Burn of ankle,outcome
289,291,4172458,Candidiasis of skin,outcome
289,291,439674,Chronic viral hepatitis B without delta-agent,outcome
289,291,134734,Compartment syndrome,outcome
289,291,72995,Contracture of joint of hand,outcome
289,291,439666,Contracture of multiple joints,outcome
289,291,199978,Contusion of lower limb,outcome
289,291,433071,Contusion of multiple sites,outcome
289,291,80242,Current tear of medial cartilage AND/OR meniscus of knee,outcome
289,291,73575,Deformity of toe,outcome
289,291,436906,Disease caused by rickettsiae,outcome
289,291,4135080,Dislocation of radial head,outcome
289,291,78834,Effusion of joint of hand,outcome
289,291,4247710,Effusion of joint of pelvic region,outcome
289,291,72407,Effusion of joint of shoulder region,outcome
289,291,4150043,Epididymitis,outcome
289,291,197607,Excessive and frequent menstruation,outcome
289,291,40481632,Ganglion cyst,outcome
289,291,74855,Genital herpes simplex,outcome
289,291,437744,Heat exhaustion,outcome
289,291,440021,Herpes simplex without complication,outcome
289,291,437489,Herpes zoster with complication,outcome
289,291,77364,Hypermobility of coccyx,outcome
289,291,74731,Hypertrophic osteoarthropathy,outcome
289,291,440072,Hypogammaglobulinemia,outcome
289,291,4057662,Infestation by Phthirus,outcome
289,291,72994,Jaccoud's syndrome,outcome
289,291,78512,Joint contracture of the ankle and/or foot,outcome
289,291,78228,Joint derangement,outcome
289,291,77072,Joint effusion of ankle AND/OR foot,outcome
289,291,4115991,Knee joint effusion,outcome
289,291,4297984,Local infection of wound,outcome
289,291,440638,Lyme disease,outcome
289,291,438067,Malaria,outcome
289,291,438297,"Mechanical complication of cardiac device, implant AND/OR graft",outcome
289,291,137967,"Muscle, ligament and fascia disorders",outcome
289,291,4271024,Musculoskeletal fibromatosis,outcome
289,291,201792,Nongonococcal urethritis,outcome
289,291,72413,Nontraumatic rupture of muscle,outcome
289,291,4215978,Onychomycosis,outcome
289,291,140648,Onychomycosis due to dermatophyte,outcome
289,291,4129408,Open wound of ankle,outcome
289,291,4053600,Open wound of elbow,outcome
289,291,77139,Open wound of finger without complication,outcome
289,291,444426,Open wound of foot except toes without complication,outcome
289,291,137426,Open wound of forearm without complication,outcome
289,291,77421,Open wound of hand except fingers without complication,outcome
289,291,4051004,Open wound of scalp,outcome
289,291,4129404,Open wound of upper arm,outcome
289,291,438120,Opioid dependence,outcome
289,291,4171915,Orchitis,outcome
289,291,315361,Orthopnea,outcome
289,291,74080,Orthostatic proteinuria,outcome
289,291,75920,Osteitis condensans,outcome
289,291,437359,Osteochondritis dissecans,outcome
289,291,378160,Otorrhea,outcome
289,291,77356,Pathological dislocation of joint,outcome
289,291,198715,Premature menopause,outcome
289,291,199876,Prolapse of female genital organs,outcome
289,291,4295888,Prolapse of intestine,outcome
289,291,194997,Prostatitis,outcome
289,291,4345332,Spinal instability,outcome
289,291,4195698,Tenosynovitis,outcome
289,291,4339088,Testicular mass,outcome
289,291,80946,Tinea manus,outcome
289,291,4163280,Tinea of perianal region,outcome
289,291,133141,Tinea pedis,outcome
289,291,440268,Toxic effect of carbon monoxide,outcome
289,291,81930,Transient arthropathy,outcome
289,291,74719,Ulcer of foot,outcome
289,291,443593,Ulcer of thigh,outcome
289,291,4092565,Uterine prolapse,outcome
289,291,435131,Victim of neglect,outcome
289,291,261599,Vocal cord paralysis,outcome
289,291,132834,White piedra,outcome
289,291,75389,Current tear of lateral cartilage AND/OR meniscus of knee,outcome
292,293,4175583,3-Methylglutaconic aciduria type 2,outcome
292,293,375824,Abnormal auditory perception,outcome
292,293,435574,Abnormal form of root of tooth,outcome
292,293,4262562,Abnormal heart beat,outcome
292,293,439935,Abnormal posture,outcome
292,293,436409,Abnormal pupil,outcome
292,293,443702,Abnormal response to nerve stimulation,outcome
292,293,4088768,Absent nipple,outcome
292,293,4319325,Acquired deformity of trunk,outcome
292,293,435720,Adverse anesthesia outcome,outcome
292,293,4254371,Altered growth and development,outcome
292,293,434916,"Amphetamine or psychostimulant dependence, continuous",outcome
292,293,4155909,Anesthesia of skin,outcome
292,293,45757682,Anomaly of jaw size,outcome
292,293,76744,Azoospermia,outcome
292,293,4216219,Bizarre personal appearance,outcome
292,293,433813,Bladder neck obstruction,outcome
292,293,436230,Blood chemistry abnormal,outcome
292,293,74698,Breech presentation,outcome
292,293,256449,Bronchiectasis,outcome
292,293,134765,Cachexia,outcome
292,293,4228429,Carnitine deficiency,outcome
292,293,42709838,Cellulitis of lower limb,outcome
292,293,4213540,Cervical somatic dysfunction,outcome
292,293,443570,Cervicovaginal cytology: Low grade squamous intraepithelial lesion,outcome
292,293,438262,Chyluria,outcome
292,293,4066505,Clicking hip,outcome
292,293,196454,Colostomy and enterostomy malfunction,outcome
292,293,4201390,Colostomy present,outcome
292,293,46269889,Complication due to Crohn's disease,outcome
292,293,4173078,Complication due to immunization,outcome
292,293,438624,Complication of renal dialysis,outcome
292,293,80492,Contracture of knee joint,outcome
292,293,4022071,Convalescence,outcome
292,293,432729,Crying infant,outcome
292,293,436233,Delayed milestone,outcome
292,293,443737,Dental restoration lost,outcome
292,293,438183,Denture occlusion incorrect,outcome
292,293,438759,Descemet's membrane fold,outcome
292,293,4101282,Dietary selenium deficiency,outcome
292,293,4115402,Difficulty sleeping,outcome
292,293,4022078,Discord with counselor,outcome
292,293,201091,Disproportion - major pelvic abnormality,outcome
292,293,372329,Dissociated deviation,outcome
292,293,4155818,Does climb,outcome
292,293,4196636,Dysarthria,outcome
292,293,433441,Ectopic production of endocrine substance,outcome
292,293,433111,Effects of hunger,outcome
292,293,439791,Emotional upset,outcome
292,293,4029271,Essential fatty acid deficiency,outcome
292,293,40480271,Extra unidentified structurally abnormal chromosome,outcome
292,293,193598,Extravasation of urine,outcome
292,293,439128,Extreme prematurity of infant,outcome
292,293,4059015,Falls,outcome
292,293,4092896,Feces contents abnormal,outcome
292,293,4182437,Female genital cutting,outcome
292,293,4118057,Fetal or neonatal effect of maternal oligohydramnios,outcome
292,293,4229403,Flat anterior chamber of eye,outcome
292,293,4069540,Flexion deformity of knee,outcome
292,293,374801,Foreign body in ear,outcome
292,293,4096540,Foreskin deficient,outcome
292,293,441487,Frostbite,outcome
292,293,73564,Full thickness rotator cuff tear,outcome
292,293,439788,Galactosemia,outcome
292,293,435775,Genetic anomaly of leukocyte,outcome
292,293,440329,Herpes zoster without complication,outcome
292,293,4012570,High risk sexual behavior,outcome
292,293,441829,Hyperosmolality and or hypernatremia,outcome
292,293,4287416,Hyperphenylalaninemia,outcome
292,293,192298,Hypersplenism,outcome
292,293,440129,Hypertrophy of nasal turbinates,outcome
292,293,4029280,Hypervitaminosis B6,outcome
292,293,435522,Hypervitaminosis D,outcome
292,293,434004,Hypervolemia,outcome
292,293,4024266,Hypocupremia,outcome
292,293,437390,Hypoxemia,outcome
292,293,443447,Iatrogenic hypotension,outcome
292,293,432596,Immune defect,outcome
292,293,4344500,Impingement syndrome of shoulder region,outcome
292,293,4090353,Incompetent urethral closure mechanism,outcome
292,293,441417,Incoordination,outcome
292,293,434485,Increase in body fat,outcome
292,293,440276,"Infection AND/OR inflammatory reaction due to internal prosthetic device, implant AND/OR graft",outcome
292,293,434872,Infection by Trichomonas,outcome
292,293,440053,Infestation by insect,outcome
292,293,442120,Injection site extravasation,outcome
292,293,4168222,"Intra-abdominal and pelvic swelling, mass and lump",outcome
292,293,440710,Intraretinal microvascular abnormality,outcome
292,293,72404,Joint stiffness,outcome
292,293,4093346,Large prostate,outcome
292,293,133088,Late amputation stump complication,outcome
292,293,436041,Leech infestation,outcome
292,293,4228331,Leukokeratosis nicotina palati,outcome
292,293,377873,Lid lag,outcome
292,293,4027782,Lipid storage disease,outcome
292,293,435516,Lipoprotein deficiency disorder,outcome
292,293,4083487,Macular drusen,outcome
292,293,4051630,Malingering,outcome
292,293,436426,Malleus mobility reduced,outcome
292,293,44783760,Mammographic calcification of breast,outcome
292,293,258540,Marfan's syndrome,outcome
292,293,432798,"Mechanical complication of internal orthopedic device, implant AND/OR graft",outcome
292,293,439082,Menopausal syndrome,outcome
292,293,436940,Metabolic syndrome X,outcome
